Modification	PeaksSource	Library	I	TruePeaks	Tool	Fdr	Peaks	Precision	Recall
H3K27me3	sicer	1mln	1	500	SPAN-Islands	1e-05	434	473	434
H3K27me3	sicer	1mln	2	500	Macs2	0.1	1139	456	1097
H3K27me3	sicer	1mln	2	500	Macs2	0.05	1071	449	1057
H3K27me3	sicer	1mln	2	500	Macs2	0.01	957	425	957
H3K27me3	sicer	1mln	2	500	Macs2	1e-3	813	377	813
H3K27me3	sicer	1mln	2	500	Macs2	1e-4	596	306	596
H3K27me3	sicer	1mln	2	500	Macs2	1e-5	422	244	422
H3K27me3	sicer	1mln	2	500	Macs2	1e-6	257	167	257
H3K27me3	sicer	1mln	2	500	Macs2Broad	0.1	700	466	551
H3K27me3	sicer	1mln	2	500	Macs2Broad	0.05	590	460	554
H3K27me3	sicer	1mln	2	500	Macs2Broad	0.01	558	453	558
H3K27me3	sicer	1mln	2	500	Macs2Broad	1e-3	535	431	535
H3K27me3	sicer	1mln	2	500	Macs2Broad	1e-4	483	387	483
H3K27me3	sicer	1mln	2	500	Macs2Broad	1e-5	405	323	405
H3K27me3	sicer	1mln	2	500	Macs2Broad	1e-6	308	264	308
H3K27me3	sicer	1mln	2	500	SPAN-GAP5	1E-6	453	478	453
H3K27me3	sicer	1mln	2	500	SPAN-GAP5	0.1	611	496	451
H3K27me3	sicer	1mln	2	500	SPAN-GAP5	0.05	451	490	449
H3K27me3	sicer	1mln	2	500	SPAN-GAP5	0.01	453	487	453
H3K27me3	sicer	1mln	2	500	SPAN-GAP5	0.001	457	486	457
H3K27me3	sicer	1mln	2	500	SPAN-GAP5	0.0001	456	483	456
H3K27me3	sicer	1mln	2	500	SPAN-GAP5	1e-05	454	481	454
H3K27me3	sicer	1mln	2	500	SPAN-GAP5	1e-06	453	478	453
H3K27me3	sicer	1mln	2	500	SPAN-NBHMM2NZ	0.1	1343	490	415
H3K27me3	sicer	1mln	2	500	SPAN-NBHMM2NZ	0.05	769	490	421
H3K27me3	sicer	1mln	2	500	SPAN-NBHMM2NZ	0.01	580	486	432
H3K27me3	sicer	1mln	2	500	SPAN-NBHMM2NZ	1e-05	450	476	448
H3K27me3	sicer	1mln	2	500	SPAN-NBHMM2NZ	0.001	536	481	434
H3K27me3	sicer	1mln	2	500	SPAN-NBHMM2NZ	0.0001	531	479	438
H3K27me3	sicer	1mln	2	500	SPAN-NBHMM2NZ	1e-06	450	476	448
H3K27me3	sicer	1mln	2	500	SPAN-NBHMM3NZ	0.1	1335	490	415
H3K27me3	sicer	1mln	2	500	SPAN-NBHMM3NZ	0.05	768	490	422
H3K27me3	sicer	1mln	2	500	SPAN-NBHMM3NZ	0.01	576	486	432
H3K27me3	sicer	1mln	2	500	SPAN-NBHMM3NZ	0.001	535	481	436
H3K27me3	sicer	1mln	2	500	SPAN-NBHMM3NZ	0.0001	526	479	438
H3K27me3	sicer	1mln	2	500	SPAN-NBHMM3NZ	1e-05	451	477	449
H3K27me3	sicer	1mln	2	500	SPAN-NBHMM3NZ	1e-06	451	477	449
H3K27me3	sicer	1mln	2	500	SPAN-Islands	0.1	457	485	457
H3K27me3	sicer	1mln	2	500	SPAN-Islands	0.05	457	485	457
H3K27me3	sicer	1mln	2	500	SPAN-Islands	0.01	457	485	457
H3K27me3	sicer	1mln	2	500	SPAN-Islands	0.001	456	484	456
H3K27me3	sicer	1mln	2	500	SPAN-Islands	0.0001	455	483	455
H3K27me3	sicer	1mln	2	500	SPAN-Islands	1e-05	452	480	452
H3K27me3	sicer	1mln	2	500	SPAN-Islands	1e-06	451	479	451
H3K27me3	sicer	1mln	3	500	Macs2	0.1	1150	458	1108
H3K27me3	sicer	1mln	3	500	Macs2	0.05	1090	451	1074
H3K27me3	sicer	1mln	3	500	Macs2	0.01	960	422	960
H3K27me3	sicer	1mln	3	500	Macs2	1e-3	770	366	770
H3K27me3	sicer	1mln	3	500	Macs2	1e-4	597	299	597
H3K27me3	sicer	1mln	3	500	Macs2	1e-5	408	225	408
H3K27me3	sicer	1mln	3	500	Macs2	1e-6	260	158	260
H3K27me3	sicer	1mln	3	500	Macs2Broad	0.1	746	468	557
H3K27me3	sicer	1mln	3	500	Macs2Broad	0.05	601	462	558
H3K27me3	sicer	1mln	3	500	Macs2Broad	0.01	566	451	565
H3K27me3	sicer	1mln	3	500	Macs2Broad	1e-3	537	428	537
H3K27me3	sicer	1mln	3	500	Macs2Broad	1e-4	481	382	481
H3K27me3	sicer	1mln	3	500	Macs2Broad	1e-5	401	323	401
H3K27me3	sicer	1mln	3	500	Macs2Broad	1e-6	295	259	295
H3K27me3	sicer	1mln	3	500	SPAN-GAP5	1E-6	455	472	455
H3K27me3	sicer	1mln	3	500	SPAN-GAP5	0.1	650	492	453
H3K27me3	sicer	1mln	3	500	SPAN-GAP5	0.05	472	486	456
H3K27me3	sicer	1mln	3	500	SPAN-GAP5	0.01	455	478	454
H3K27me3	sicer	1mln	3	500	SPAN-GAP5	0.001	456	477	456
H3K27me3	sicer	1mln	3	500	SPAN-GAP5	0.0001	457	475	457
H3K27me3	sicer	1mln	3	500	SPAN-GAP5	1e-05	456	473	456
H3K27me3	sicer	1mln	3	500	SPAN-GAP5	1e-06	455	472	455
H3K27me3	sicer	1mln	3	500	SPAN-NBHMM2NZ	0.1	1288	489	424
H3K27me3	sicer	1mln	3	500	SPAN-NBHMM2NZ	0.05	768	483	426
H3K27me3	sicer	1mln	3	500	SPAN-NBHMM2NZ	0.01	584	480	436
H3K27me3	sicer	1mln	3	500	SPAN-NBHMM2NZ	0.001	538	477	436
H3K27me3	sicer	1mln	3	500	SPAN-NBHMM2NZ	0.0001	540	476	444
H3K27me3	sicer	1mln	3	500	SPAN-NBHMM2NZ	1e-05	450	468	449
H3K27me3	sicer	1mln	3	500	SPAN-NBHMM2NZ	1e-06	450	468	449
H3K27me3	sicer	1mln	3	500	SPAN-NBHMM3NZ	0.1	1279	490	425
H3K27me3	sicer	1mln	3	500	SPAN-NBHMM3NZ	0.05	761	483	427
H3K27me3	sicer	1mln	3	500	SPAN-NBHMM3NZ	0.01	579	480	436
H3K27me3	sicer	1mln	3	500	SPAN-NBHMM3NZ	0.001	537	477	436
H3K27me3	sicer	1mln	3	500	SPAN-NBHMM3NZ	0.0001	542	476	446
H3K27me3	sicer	1mln	3	500	SPAN-NBHMM3NZ	1e-05	451	468	450
H3K27me3	sicer	1mln	3	500	SPAN-NBHMM3NZ	1e-06	451	468	450
H3K27me3	sicer	1mln	3	500	SPAN-Islands	0.1	457	477	457
H3K27me3	sicer	1mln	3	500	SPAN-Islands	0.05	457	477	457
H3K27me3	sicer	1mln	3	500	SPAN-Islands	0.01	457	477	457
H3K27me3	sicer	1mln	3	500	SPAN-Islands	0.001	457	477	457
H3K27me3	sicer	1mln	3	500	SPAN-Islands	0.0001	455	475	455
H3K27me3	sicer	1mln	3	500	SPAN-Islands	1e-05	453	473	453
H3K27me3	sicer	1mln	3	500	SPAN-Islands	1e-06	451	471	451
H3K27me3	sicer	1mln	4	500	Macs2	0.1	1169	462	1126
H3K27me3	sicer	1mln	4	500	Macs2	0.05	1095	456	1074
H3K27me3	sicer	1mln	4	500	Macs2	0.01	977	436	977
H3K27me3	sicer	1mln	4	500	Macs2	1e-3	766	371	766
H3K27me3	sicer	1mln	4	500	Macs2	1e-4	606	317	606
H3K27me3	sicer	1mln	4	500	Macs2	1e-5	433	264	433
H3K27me3	sicer	1mln	4	500	Macs2	1e-6	286	191	286
H3K27me3	sicer	1mln	4	500	Macs2Broad	0.1	734	471	559
H3K27me3	sicer	1mln	4	500	Macs2Broad	0.05	614	466	556
H3K27me3	sicer	1mln	4	500	Macs2Broad	0.01	566	458	564
H3K27me3	sicer	1mln	4	500	Macs2Broad	1e-3	560	438	560
H3K27me3	sicer	1mln	4	500	Macs2Broad	1e-4	487	392	487
H3K27me3	sicer	1mln	4	500	Macs2Broad	1e-5	413	340	413
H3K27me3	sicer	1mln	4	500	Macs2Broad	1e-6	344	288	344
H3K27me3	sicer	1mln	4	500	SPAN-GAP5	1E-6	455	477	455
H3K27me3	sicer	1mln	4	500	SPAN-GAP5	0.1	602	494	456
H3K27me3	sicer	1mln	4	500	SPAN-GAP5	0.05	465	490	455
H3K27me3	sicer	1mln	4	500	SPAN-GAP5	0.01	455	487	455
H3K27me3	sicer	1mln	4	500	SPAN-GAP5	0.0001	455	480	455
H3K27me3	sicer	1mln	4	500	SPAN-GAP5	0.001	458	484	458
H3K27me3	sicer	1mln	4	500	SPAN-GAP5	1e-05	456	479	456
H3K27me3	sicer	1mln	4	500	SPAN-GAP5	1e-06	455	477	455
H3K27me3	sicer	1mln	4	500	SPAN-NBHMM2NZ	0.1	1419	490	413
H3K27me3	sicer	1mln	4	500	SPAN-NBHMM2NZ	0.05	788	486	420
H3K27me3	sicer	1mln	4	500	SPAN-NBHMM2NZ	0.01	580	483	430
H3K27me3	sicer	1mln	4	500	SPAN-NBHMM2NZ	0.001	547	482	435
H3K27me3	sicer	1mln	4	500	SPAN-NBHMM2NZ	0.0001	527	479	442
H3K27me3	sicer	1mln	4	500	SPAN-NBHMM2NZ	1e-05	448	470	447
H3K27me3	sicer	1mln	4	500	SPAN-NBHMM2NZ	1e-06	448	470	447
H3K27me3	sicer	1mln	4	500	SPAN-NBHMM3NZ	0.1	1419	490	413
H3K27me3	sicer	1mln	4	500	SPAN-NBHMM3NZ	0.05	787	488	422
H3K27me3	sicer	1mln	4	500	SPAN-NBHMM3NZ	0.01	580	484	432
H3K27me3	sicer	1mln	4	500	SPAN-NBHMM3NZ	0.001	540	482	435
H3K27me3	sicer	1mln	4	500	SPAN-NBHMM3NZ	0.0001	527	479	443
H3K27me3	sicer	1mln	4	500	SPAN-NBHMM3NZ	1e-06	448	470	447
H3K27me3	sicer	1mln	4	500	SPAN-NBHMM3NZ	1e-05	448	470	447
H3K27me3	sicer	1mln	4	500	SPAN-Islands	0.1	458	484	458
H3K27me3	sicer	1mln	4	500	SPAN-Islands	0.05	458	484	458
H3K27me3	sicer	1mln	4	500	SPAN-Islands	0.01	458	484	458
H3K27me3	sicer	1mln	4	500	SPAN-Islands	0.001	457	483	457
H3K27me3	sicer	1mln	4	500	SPAN-Islands	0.0001	455	481	455
H3K27me3	sicer	1mln	4	500	SPAN-Islands	1e-05	453	479	453
H3K27me3	sicer	1mln	4	500	SPAN-Islands	1e-06	451	477	451
H3K27me3	sicer	1mln	5	500	Macs2	0.1	1218	463	1170
H3K27me3	sicer	1mln	5	500	Macs2	0.05	1136	456	1126
H3K27me3	sicer	1mln	5	500	Macs2	0.01	996	424	996
H3K27me3	sicer	1mln	5	500	Macs2	1e-3	785	370	785
H3K27me3	sicer	1mln	5	500	Macs2	1e-4	502	301	502
H3K27me3	sicer	1mln	5	500	Macs2	1e-5	315	207	315
H3K27me3	sicer	1mln	5	500	Macs2	1e-6	182	126	182
H3K27me3	sicer	1mln	5	500	Macs2Broad	0.1	766	475	585
H3K27me3	sicer	1mln	5	500	Macs2Broad	0.05	633	472	591
H3K27me3	sicer	1mln	5	500	Macs2Broad	0.01	576	454	576
H3K27me3	sicer	1mln	5	500	Macs2Broad	1e-3	552	424	552
H3K27me3	sicer	1mln	5	500	Macs2Broad	1e-4	495	379	495
H3K27me3	sicer	1mln	5	500	Macs2Broad	1e-5	384	319	384
H3K27me3	sicer	1mln	5	500	Macs2Broad	1e-6	264	236	264
H3K27me3	sicer	1mln	5	500	SPAN-GAP5	1E-6	456	471	456
H3K27me3	sicer	1mln	5	500	SPAN-GAP5	0.1	807	495	468
H3K27me3	sicer	1mln	5	500	SPAN-GAP5	0.05	471	491	466
H3K27me3	sicer	1mln	5	500	SPAN-GAP5	0.01	458	479	458
H3K27me3	sicer	1mln	5	500	SPAN-GAP5	0.0001	455	473	455
H3K27me3	sicer	1mln	5	500	SPAN-GAP5	0.001	457	475	457
H3K27me3	sicer	1mln	5	500	SPAN-GAP5	1e-05	454	472	454
H3K27me3	sicer	1mln	5	500	SPAN-GAP5	1e-06	456	471	456
H3K27me3	sicer	1mln	5	500	SPAN-NBHMM2NZ	0.1	1220	487	429
H3K27me3	sicer	1mln	5	500	SPAN-NBHMM2NZ	0.05	725	485	435
H3K27me3	sicer	1mln	5	500	SPAN-NBHMM2NZ	0.01	557	477	436
H3K27me3	sicer	1mln	5	500	SPAN-NBHMM2NZ	0.001	534	475	441
H3K27me3	sicer	1mln	5	500	SPAN-NBHMM2NZ	0.0001	526	472	445
H3K27me3	sicer	1mln	5	500	SPAN-NBHMM2NZ	1e-05	450	468	449
H3K27me3	sicer	1mln	5	500	SPAN-NBHMM2NZ	1e-06	450	468	449
H3K27me3	sicer	1mln	5	500	SPAN-NBHMM3NZ	0.1	782	495	468
H3K27me3	sicer	1mln	5	500	SPAN-NBHMM3NZ	0.05	467	486	463
H3K27me3	sicer	1mln	5	500	SPAN-NBHMM3NZ	0.01	459	479	459
H3K27me3	sicer	1mln	5	500	SPAN-NBHMM3NZ	0.001	455	473	455
H3K27me3	sicer	1mln	5	500	SPAN-NBHMM3NZ	0.0001	454	472	454
H3K27me3	sicer	1mln	5	500	SPAN-NBHMM3NZ	1e-05	455	471	455
H3K27me3	sicer	1mln	5	500	SPAN-NBHMM3NZ	1e-06	453	468	453
H3K27me3	sicer	1mln	5	500	SPAN-Islands	0.1	457	475	457
H3K27me3	sicer	1mln	5	500	SPAN-Islands	0.05	457	475	457
H3K27me3	sicer	1mln	5	500	SPAN-Islands	0.01	457	475	457
H3K27me3	sicer	1mln	5	500	SPAN-Islands	0.001	456	474	456
H3K27me3	sicer	1mln	5	500	SPAN-Islands	1e-06	454	472	454
H3K27me3	sicer	1mln	5	500	SPAN-Islands	0.0001	455	473	455
H3K27me3	sicer	1mln	5	500	SPAN-Islands	1e-05	454	472	454
H3K27me3	sicer	1mln	6	500	Macs2	0.1	1197	455	1146
H3K27me3	sicer	1mln	6	500	Macs2	0.05	1105	449	1088
H3K27me3	sicer	1mln	6	500	Macs2	0.01	986	419	986
H3K27me3	sicer	1mln	6	500	Macs2	1e-3	764	370	764
H3K27me3	sicer	1mln	6	500	Macs2	1e-4	535	288	535
H3K27me3	sicer	1mln	6	500	Macs2	1e-5	342	208	342
H3K27me3	sicer	1mln	6	500	Macs2	1e-6	228	141	228
H3K27me3	sicer	1mln	6	500	Macs2Broad	0.1	721	468	552
H3K27me3	sicer	1mln	6	500	Macs2Broad	0.05	589	461	550
H3K27me3	sicer	1mln	6	500	Macs2Broad	0.01	558	452	556
H3K27me3	sicer	1mln	6	500	Macs2Broad	1e-3	517	419	517
H3K27me3	sicer	1mln	6	500	Macs2Broad	1e-4	470	369	470
H3K27me3	sicer	1mln	6	500	Macs2Broad	1e-5	382	308	382
H3K27me3	sicer	1mln	6	500	Macs2Broad	1e-6	279	247	279
H3K27me3	sicer	1mln	6	500	SPAN-GAP5	1E-6	443	474	443
H3K27me3	sicer	1mln	6	500	SPAN-GAP5	0.1	751	493	443
H3K27me3	sicer	1mln	6	500	SPAN-GAP5	0.05	458	490	444
H3K27me3	sicer	1mln	6	500	SPAN-GAP5	0.01	447	483	446
H3K27me3	sicer	1mln	6	500	SPAN-GAP5	0.001	445	481	445
H3K27me3	sicer	1mln	6	500	SPAN-GAP5	0.0001	446	479	446
H3K27me3	sicer	1mln	6	500	SPAN-GAP5	1e-06	443	474	443
H3K27me3	sicer	1mln	6	500	SPAN-GAP5	1e-05	444	476	444
H3K27me3	sicer	1mln	6	500	SPAN-NBHMM2NZ	0.1	1279	486	410
H3K27me3	sicer	1mln	6	500	SPAN-NBHMM2NZ	0.05	738	486	413
H3K27me3	sicer	1mln	6	500	SPAN-NBHMM2NZ	0.01	553	482	423
H3K27me3	sicer	1mln	6	500	SPAN-NBHMM2NZ	0.001	527	479	430
H3K27me3	sicer	1mln	6	500	SPAN-NBHMM2NZ	0.0001	513	475	431
H3K27me3	sicer	1mln	6	500	SPAN-NBHMM2NZ	1e-06	441	473	440
H3K27me3	sicer	1mln	6	500	SPAN-NBHMM2NZ	1e-05	441	473	440
H3K27me3	sicer	1mln	6	500	SPAN-NBHMM3NZ	0.1	1273	486	410
H3K27me3	sicer	1mln	6	500	SPAN-NBHMM3NZ	0.05	731	486	413
H3K27me3	sicer	1mln	6	500	SPAN-NBHMM3NZ	0.01	551	482	423
H3K27me3	sicer	1mln	6	500	SPAN-NBHMM3NZ	0.001	528	481	432
H3K27me3	sicer	1mln	6	500	SPAN-NBHMM3NZ	0.0001	511	475	432
H3K27me3	sicer	1mln	6	500	SPAN-NBHMM3NZ	1e-06	440	472	439
H3K27me3	sicer	1mln	6	500	SPAN-NBHMM3NZ	1e-05	440	472	439
H3K27me3	sicer	1mln	6	500	SPAN-Islands	0.1	446	481	446
H3K27me3	sicer	1mln	6	500	SPAN-Islands	0.01	446	481	446
H3K27me3	sicer	1mln	6	500	SPAN-Islands	0.05	446	481	446
H3K27me3	sicer	1mln	6	500	SPAN-Islands	0.001	446	481	446
H3K27me3	sicer	1mln	6	500	SPAN-Islands	0.0001	445	480	445
H3K27me3	sicer	1mln	6	500	SPAN-Islands	1e-05	444	479	444
H3K27me3	sicer	1mln	6	500	SPAN-Islands	1e-06	440	475	440
H3K27me3	sicer	1mln	7	500	Macs2	0.1	1178	458	1131
H3K27me3	sicer	1mln	7	500	Macs2	0.05	1119	452	1105
H3K27me3	sicer	1mln	7	500	Macs2	0.01	1005	429	1005
H3K27me3	sicer	1mln	7	500	Macs2	1e-3	807	395	807
H3K27me3	sicer	1mln	7	500	Macs2	1e-4	587	319	587
H3K27me3	sicer	1mln	7	500	Macs2	1e-5	444	254	444
H3K27me3	sicer	1mln	7	500	Macs2	1e-6	278	186	278
H3K27me3	sicer	1mln	7	500	Macs2Broad	0.1	721	475	563
H3K27me3	sicer	1mln	7	500	Macs2Broad	0.05	594	471	560
H3K27me3	sicer	1mln	7	500	Macs2Broad	0.01	550	455	549
H3K27me3	sicer	1mln	7	500	Macs2Broad	1e-3	540	432	540
H3K27me3	sicer	1mln	7	500	Macs2Broad	1e-4	506	399	506
H3K27me3	sicer	1mln	7	500	Macs2Broad	1e-5	432	349	432
H3K27me3	sicer	1mln	7	500	Macs2Broad	1e-6	320	276	320
H3K27me3	sicer	1mln	7	500	SPAN-GAP5	1E-6	446	477	446
H3K27me3	sicer	1mln	7	500	SPAN-GAP5	0.1	618	495	447
H3K27me3	sicer	1mln	7	500	SPAN-GAP5	0.05	461	492	445
H3K27me3	sicer	1mln	7	500	SPAN-GAP5	0.01	444	485	444
H3K27me3	sicer	1mln	7	500	SPAN-GAP5	0.001	445	483	445
H3K27me3	sicer	1mln	7	500	SPAN-GAP5	0.0001	444	479	444
H3K27me3	sicer	1mln	7	500	SPAN-GAP5	1e-05	444	478	444
H3K27me3	sicer	1mln	7	500	SPAN-GAP5	1e-06	446	477	446
H3K27me3	sicer	1mln	7	500	SPAN-NBHMM2NZ	0.1	1263	489	414
H3K27me3	sicer	1mln	7	500	SPAN-NBHMM2NZ	0.05	755	487	421
H3K27me3	sicer	1mln	7	500	SPAN-NBHMM2NZ	0.01	561	481	420
H3K27me3	sicer	1mln	7	500	SPAN-NBHMM2NZ	0.0001	509	479	434
H3K27me3	sicer	1mln	7	500	SPAN-NBHMM2NZ	1e-05	443	476	442
H3K27me3	sicer	1mln	7	500	SPAN-NBHMM2NZ	0.001	531	481	430
H3K27me3	sicer	1mln	7	500	SPAN-NBHMM2NZ	1e-06	443	476	442
H3K27me3	sicer	1mln	7	500	SPAN-NBHMM3NZ	0.1	1252	489	416
H3K27me3	sicer	1mln	7	500	SPAN-NBHMM3NZ	0.05	749	488	422
H3K27me3	sicer	1mln	7	500	SPAN-NBHMM3NZ	0.01	560	482	421
H3K27me3	sicer	1mln	7	500	SPAN-NBHMM3NZ	0.001	526	481	430
H3K27me3	sicer	1mln	7	500	SPAN-NBHMM3NZ	0.0001	508	479	435
H3K27me3	sicer	1mln	7	500	SPAN-NBHMM3NZ	1e-06	443	476	442
H3K27me3	sicer	1mln	7	500	SPAN-NBHMM3NZ	1e-05	443	476	442
H3K27me3	sicer	1mln	7	500	SPAN-Islands	0.1	443	480	443
H3K27me3	sicer	1mln	7	500	SPAN-Islands	0.05	443	480	443
H3K27me3	sicer	1mln	7	500	SPAN-Islands	0.01	443	480	443
H3K27me3	sicer	1mln	7	500	SPAN-Islands	0.001	443	480	443
H3K27me3	sicer	1mln	7	500	SPAN-Islands	0.0001	442	479	442
H3K27me3	sicer	1mln	7	500	SPAN-Islands	1e-05	440	477	440
H3K27me3	sicer	1mln	7	500	SPAN-Islands	1e-06	440	477	440
H3K27me3	sicer	1mln	8	500	Macs2	0.1	1118	452	1084
H3K27me3	sicer	1mln	8	500	Macs2	0.05	1061	448	1054
H3K27me3	sicer	1mln	8	500	Macs2	0.01	960	433	960
H3K27me3	sicer	1mln	8	500	Macs2	1e-3	756	379	756
H3K27me3	sicer	1mln	8	500	Macs2	1e-4	558	308	558
H3K27me3	sicer	1mln	8	500	Macs2	1e-5	362	233	362
H3K27me3	sicer	1mln	8	500	Macs2	1e-6	241	162	241
H3K27me3	sicer	1mln	8	500	Macs2Broad	0.1	713	465	562
H3K27me3	sicer	1mln	8	500	Macs2Broad	0.05	593	459	558
H3K27me3	sicer	1mln	8	500	Macs2Broad	0.01	555	453	555
H3K27me3	sicer	1mln	8	500	Macs2Broad	1e-3	531	430	531
H3K27me3	sicer	1mln	8	500	Macs2Broad	1e-4	477	382	477
H3K27me3	sicer	1mln	8	500	Macs2Broad	1e-5	401	330	401
H3K27me3	sicer	1mln	8	500	Macs2Broad	1e-6	295	261	295
H3K27me3	sicer	1mln	8	500	SPAN-GAP5	1E-6	437	477	437
H3K27me3	sicer	1mln	8	500	SPAN-GAP5	0.1	690	494	437
H3K27me3	sicer	1mln	8	500	SPAN-GAP5	0.05	444	491	438
H3K27me3	sicer	1mln	8	500	SPAN-GAP5	0.01	439	486	439
H3K27me3	sicer	1mln	8	500	SPAN-GAP5	0.001	436	482	436
H3K27me3	sicer	1mln	8	500	SPAN-GAP5	0.0001	438	481	438
H3K27me3	sicer	1mln	8	500	SPAN-GAP5	1e-05	437	479	437
H3K27me3	sicer	1mln	8	500	SPAN-GAP5	1e-06	437	477	437
H3K27me3	sicer	1mln	8	500	SPAN-NBHMM2NZ	0.1	1245	490	423
H3K27me3	sicer	1mln	8	500	SPAN-NBHMM2NZ	0.05	730	488	425
H3K27me3	sicer	1mln	8	500	SPAN-NBHMM2NZ	0.01	548	484	421
H3K27me3	sicer	1mln	8	500	SPAN-NBHMM2NZ	0.001	511	481	424
H3K27me3	sicer	1mln	8	500	SPAN-NBHMM2NZ	0.0001	505	480	432
H3K27me3	sicer	1mln	8	500	SPAN-NBHMM2NZ	1e-05	434	476	433
H3K27me3	sicer	1mln	8	500	SPAN-NBHMM2NZ	1e-06	434	476	433
H3K27me3	sicer	1mln	8	500	SPAN-NBHMM3NZ	0.1	1245	491	424
H3K27me3	sicer	1mln	8	500	SPAN-NBHMM3NZ	0.05	729	489	426
H3K27me3	sicer	1mln	8	500	SPAN-NBHMM3NZ	0.01	548	484	421
H3K27me3	sicer	1mln	8	500	SPAN-NBHMM3NZ	0.001	511	481	424
H3K27me3	sicer	1mln	8	500	SPAN-NBHMM3NZ	0.0001	502	480	432
H3K27me3	sicer	1mln	8	500	SPAN-NBHMM3NZ	1e-05	434	476	433
H3K27me3	sicer	1mln	8	500	SPAN-NBHMM3NZ	1e-06	434	476	433
H3K27me3	sicer	1mln	8	500	SPAN-Islands	0.1	437	482	437
H3K27me3	sicer	1mln	8	500	SPAN-Islands	0.05	437	482	437
H3K27me3	sicer	1mln	8	500	SPAN-Islands	0.01	437	482	437
H3K27me3	sicer	1mln	8	500	SPAN-Islands	0.001	436	481	436
H3K27me3	sicer	1mln	8	500	SPAN-Islands	1e-06	431	476	431
H3K27me3	sicer	1mln	8	500	SPAN-Islands	0.0001	434	479	434
H3K27me3	sicer	1mln	8	500	SPAN-Islands	1e-05	432	477	432
H3K27me3	sicer	1mln	9	500	Macs2	0.1	1192	456	1148
H3K27me3	sicer	1mln	9	500	Macs2	0.05	1134	452	1113
H3K27me3	sicer	1mln	9	500	Macs2	0.01	1024	432	1023
H3K27me3	sicer	1mln	9	500	Macs2	1e-3	838	388	838
H3K27me3	sicer	1mln	9	500	Macs2	1e-4	596	318	596
H3K27me3	sicer	1mln	9	500	Macs2	1e-5	420	243	420
H3K27me3	sicer	1mln	9	500	Macs2	1e-6	259	167	259
H3K27me3	sicer	1mln	9	500	Macs2Broad	0.1	722	467	556
H3K27me3	sicer	1mln	9	500	Macs2Broad	0.05	603	462	556
H3K27me3	sicer	1mln	9	500	Macs2Broad	0.01	557	455	556
H3K27me3	sicer	1mln	9	500	Macs2Broad	1e-3	557	439	557
H3K27me3	sicer	1mln	9	500	Macs2Broad	1e-4	496	392	496
H3K27me3	sicer	1mln	9	500	Macs2Broad	1e-5	411	337	411
H3K27me3	sicer	1mln	9	500	Macs2Broad	1e-6	310	266	310
H3K27me3	sicer	1mln	9	500	SPAN-GAP5	1E-6	452	478	452
H3K27me3	sicer	1mln	9	500	SPAN-GAP5	0.1	654	495	451
H3K27me3	sicer	1mln	9	500	SPAN-GAP5	0.05	471	489	454
H3K27me3	sicer	1mln	9	500	SPAN-GAP5	0.01	452	484	452
H3K27me3	sicer	1mln	9	500	SPAN-GAP5	0.001	451	482	451
H3K27me3	sicer	1mln	9	500	SPAN-GAP5	0.0001	450	480	450
H3K27me3	sicer	1mln	9	500	SPAN-GAP5	1e-05	449	478	449
H3K27me3	sicer	1mln	9	500	SPAN-GAP5	1e-06	452	478	452
H3K27me3	sicer	1mln	9	500	SPAN-NBHMM2NZ	0.1	1299	492	424
H3K27me3	sicer	1mln	9	500	SPAN-NBHMM2NZ	0.05	753	489	426
H3K27me3	sicer	1mln	9	500	SPAN-NBHMM2NZ	0.01	580	484	434
H3K27me3	sicer	1mln	9	500	SPAN-NBHMM2NZ	0.001	535	478	431
H3K27me3	sicer	1mln	9	500	SPAN-NBHMM2NZ	1e-05	449	477	448
H3K27me3	sicer	1mln	9	500	SPAN-NBHMM2NZ	0.0001	530	478	439
H3K27me3	sicer	1mln	9	500	SPAN-NBHMM2NZ	1e-06	449	477	448
H3K27me3	sicer	1mln	9	500	SPAN-NBHMM3NZ	0.1	1287	492	424
H3K27me3	sicer	1mln	9	500	SPAN-NBHMM3NZ	0.05	751	490	427
H3K27me3	sicer	1mln	9	500	SPAN-NBHMM3NZ	0.01	580	484	434
H3K27me3	sicer	1mln	9	500	SPAN-NBHMM3NZ	0.001	533	478	432
H3K27me3	sicer	1mln	9	500	SPAN-NBHMM3NZ	0.0001	529	478	439
H3K27me3	sicer	1mln	9	500	SPAN-NBHMM3NZ	1e-06	449	477	448
H3K27me3	sicer	1mln	9	500	SPAN-NBHMM3NZ	1e-05	449	477	448
H3K27me3	sicer	1mln	9	500	SPAN-Islands	0.1	451	482	451
H3K27me3	sicer	1mln	9	500	SPAN-Islands	0.05	451	482	451
H3K27me3	sicer	1mln	9	500	SPAN-Islands	0.01	451	482	451
H3K27me3	sicer	1mln	9	500	SPAN-Islands	0.001	450	481	450
H3K27me3	sicer	1mln	9	500	SPAN-Islands	0.0001	450	481	450
H3K27me3	sicer	1mln	9	500	SPAN-Islands	1e-06	447	478	447
H3K27me3	sicer	1mln	9	500	SPAN-Islands	1e-05	448	479	448
H3K27me3	sicer	1mln	10	500	Macs2	0.1	1188	461	1142
H3K27me3	sicer	1mln	10	500	Macs2	0.05	1135	451	1123
H3K27me3	sicer	1mln	10	500	Macs2	0.01	1010	427	1010
H3K27me3	sicer	1mln	10	500	Macs2	1e-3	777	366	777
